long,lat,year,Tmax_Summer,T_Annual,treecanopy,Ann_Herb,Bare,Herb,Litter,Shrub,DrySoilDays_Summer_whole,Evap_Summer,ExtremeShortTermDryStress_Summer_whole,FrostDays_Winter,NonDrySWA_Summer_whole,PPT_Winter,PPT_Summer,PPT_Annual,T_Winter,T_Summer,Tmin_Winter,VWC_Winter_whole,VWC_Spring_whole,VWC_Summer_whole,VWC_Fall_whole
-110.03,37.59938,2022,37.99476744186047,11.517171407894736,0.0,6.0,28.0,16.0,22.0,46.0,0.0,3.1583183999999997,40.715,89.0,0.241519680115,7.056162790697675,6.001744186046511,8.275131578947368,1.1398339860465116,24.184114069767443,-12.962,0.067723523,0.06657634775,0.03677298,0.04847287125
-110.03,37.59938,2023,37.80641975308642,11.513145863714286,0.0,6.0,28.0,16.0,22.0,46.0,0.0,3.5937059275000003,39.443,89.0,0.399557731255,6.657530864197531,8.255308641975308,8.860142857142858,1.2759944723456789,24.29009209876543,-13.06225,0.06980558249999999,0.06750916925,0.0378758935,0.0546865735
-110.03,37.59938,2024,38.38305555555556,13.840972857894736,0.0,6.0,28.0,16.0,22.0,46.0,0.0,2.9344992999999997,42.235,88.0,0.35840321602,6.69125,5.848055555555556,7.90140350877193,1.9466262708333335,24.784166250000002,-12.75525,0.075106505,0.07311609449999999,0.0375351295,0.05048776725
-110.029,37.60598,2021,37.68333333333333,10.497753116097561,6.0,0.0,56.0,13.0,9.0,10.0,92.0,3.3440736450000004,40.314,89.0,0.10836680587179487,7.1221875,7.9465625,8.710243902439025,0.8612471141666668,23.976789479166666,-14.8935,0.10896621150000001,0.0702969755,0.05323707800000001,0.07902506575
-110.029,37.60598,2022,38.39237113402062,11.884879485714285,6.0,0.0,56.0,13.0,9.0,10.0,90.0,3.092096875,40.715,89.0,0.1067672480846154,6.0493814432989685,6.73639175257732,6.850595238095239,1.4877583185567012,24.491070412371137,-12.962,0.0994916735,0.067382275,0.052481404249999995,0.07388091150000001
-110.029,37.60598,2023,37.21974025974026,11.445222881355932,6.0,0.0,56.0,13.0,9.0,10.0,92.0,3.5458060000000002,39.443,89.0,0.16187753533783783,6.7690909090909095,8.285194805194806,8.018305084745762,1.5234387475324676,23.905614935064936,-13.06225,0.10608141025,0.06816183825,0.055153617499999995,0.07876668325
-110.029,37.60598,2024,38.20011363636364,14.278104782051281,6.0,0.0,56.0,13.0,9.0,10.0,90.0,2.872617275,42.235,88.0,0.149209438074375,6.344659090909091,5.827045454545455,7.085384615384615,2.2656156534090908,24.62043715909091,-12.75525,0.10229468550000001,0.0691494215,0.053311714749999996,0.079347594
-110.029,37.61179,2021,37.97868131868132,11.262460338024692,20.0,0.0,53.0,7.0,10.0,13.0,0.0,3.6165566599999996,40.162,89.0,0.13437957684604024,7.442747252747252,7.357142857142857,7.092839506172839,0.791505483076923,24.05024021978022,-14.8935,0.11581574850000001,0.09877020724999999,0.06113375975,0.07962842975
-110.029,37.61179,2022,38.16952941176471,12.745919682432433,20.0,0.0,53.0,7.0,10.0,13.0,0.0,3.35559605,40.715,89.0,0.1388001290175,5.781176470588235,6.615294117647058,7.214864864864865,1.5021660223529412,24.539133058823527,-12.962,0.10239174399999999,0.0877744005,0.061132392,0.07750931949999999
-110.029,37.61179,2023,37.71098360655738,10.928392691304348,20.0,0.0,53.0,7.0,10.0,13.0,0.0,3.8274658424999997,39.443,89.0,0.26093243880262074,6.746229508196721,7.290327868852459,7.708043478260869,1.5746538878688525,24.40334655737705,-13.06225,0.10546164725,0.08907595975,0.06275788974999999,0.08483546575
-110.029,37.61179,2024,37.9131914893617,14.296663661904761,20.0,0.0,53.0,7.0,10.0,13.0,0.0,3.0843839500000003,42.235,88.0,0.20679197871924998,6.75372340425532,6.56563829787234,7.0284523809523805,1.8677987574468087,24.589288617021275,-12.75525,0.11072450824999999,0.09374854175,0.0619622315,0.080930164
-110.0286,37.60202,2021,37.73408163265306,12.636884809638554,10.0,0.0,64.0,8.0,12.0,11.0,0.0,3.515641135,40.314,89.0,0.1357847502325,8.356530612244898,6.759693877551021,8.03578313253012,0.6894563432653061,24.04639693877551,-14.8935,0.08519154875,0.07458539225000001,0.037249259,0.05307985899999999
-110.0286,37.60202,2022,37.77,12.476560844262295,10.0,0.0,64.0,8.0,12.0,11.0,0.0,3.2637836499999997,40.715,89.0,0.13904413839750002,5.686486486486487,7.736621621621621,7.214426229508197,1.0788273108108108,24.162925945945947,-12.962,0.07318966,0.06358201449999999,0.037228621249999996,0.051253822500000004
-110.0286,37.60202,2023,37.46,10.642111837333333,10.0,0.0,64.0,8.0,12.0,11.0,0.0,3.720992195,39.443,89.0,0.26482978466082663,7.346526315789474,7.47221052631579,8.464400000000001,1.4702573574736844,24.12859357894737,-13.06225,0.07566977225,0.06477395225,0.038562413000000004,0.057707387750000005
-110.0286,37.60202,2024,38.61138613861386,13.334998091304348,10.0,0.0,64.0,8.0,12.0,11.0,0.0,3.00925,42.235,88.0,0.20982776809849998,6.706633663366337,6.987029702970298,7.010869565217392,1.9560951584158415,24.52311861386139,-12.75525,0.08077292275,0.069832684,0.03791909675,0.054163066999999995
-110.0283,37.58671,2021,37.154736842105265,13.499505128543689,18.0,0.0,58.0,11.0,7.0,14.0,0.0,3.4147493824999997,40.314,89.0,0.07602645831572499,7.353245614035088,6.074912280701754,7.380679611650486,0.7745141600000001,24.017881754385964,-14.8935,0.1016740035,0.058800696500000006,0.04293751825,0.06943910225
-110.0283,37.58671,2022,38.2296,13.040146669354838,18.0,0.0,58.0,11.0,7.0,14.0,0.0,3.1635879,40.715,89.0,0.066550427424975,6.027466666666666,7.357066666666666,6.510483870967741,1.1802259293333333,24.448907333333334,-12.962,0.09450247125,0.055899832,0.042249248,0.06419540725
-110.0283,37.58671,2023,37.17166666666667,11.22457726,18.0,0.0,58.0,11.0,7.0,14.0,0.0,3.6203447124999997,39.443,89.0,0.108461392907925,7.907,8.555666666666667,8.356625,1.8160192222222222,24.152316666666668,-13.06225,0.1005833475,0.05678277775,0.044647680499999995,0.069524281
-110.0283,37.58671,2024,38.358771929824556,12.88755652631579,18.0,0.0,58.0,11.0,7.0,14.0,0.0,2.9156291750000003,42.235,88.0,0.084814624281225,6.886140350877193,6.180877192982456,8.627368421052632,2.0572074263157893,24.729916842105265,-12.75525,0.09662172075,0.05805823375,0.043111736,0.070326712
-110.028,37.58011,2021,37.25116279069767,12.670769635211267,12.0,0.0,56.0,11.0,8.0,13.0,0.0,3.5030834075,40.437,89.0,0.118280286963491,7.58,7.521511627906977,7.467183098591549,1.2746170398837209,24.02525465116279,-15.0855,0.10758981825,0.07872724924999999,0.04768228775,0.07185915025
-110.028,37.58011,2022,38.09809523809524,13.499173539130435,12.0,0.0,56.0,11.0,8.0,13.0,0.0,3.2745976,40.825,89.0,0.11966192008250001,6.554642857142857,6.410952380952381,7.922753623188405,1.5124220048809522,24.31070857142857,-13.13925,0.0972950645,0.07211550525,0.0476218315,0.06668432175
-110.028,37.58011,2023,37.663333333333334,12.67586801617647,12.0,0.0,56.0,11.0,8.0,13.0,0.0,3.72207799,39.57,89.0,0.222255978076732,7.462098765432098,8.181481481481482,8.084999999999999,1.3785178725925926,24.298734938271604,-13.216999999999999,0.09694804625,0.07233383374999999,0.04983162275,0.07525964425000001
-110.028,37.58011,2024,38.516701030927834,13.030499902439024,12.0,0.0,56.0,11.0,8.0,13.0,0.0,2.98204185,42.352,88.0,0.17446027853475,7.51298969072165,5.618865979381443,7.519512195121951,1.2431103989690722,25.027121237113402,-12.944999999999999,0.10331618325,0.0749222115,0.048682064250000004,0.07297604075
-110.028,37.59753,2021,37.49537313432836,12.960305860727274,16.0,0.0,63.0,10.0,15.0,12.0,0.0,3.49608906,40.314,89.0,0.1196087840176645,7.565373134328358,7.3062686567164175,6.989272727272728,0.8826053050746269,23.853711791044777,-14.8935,0.11882238375000001,0.07780889075,0.0464336835,0.076244211
-110.028,37.59753,2022,37.927894736842106,10.86551108095238,16.0,0.0,63.0,10.0,15.0,12.0,0.0,3.251423,40.715,89.0,0.10757745730249998,6.139736842105263,7.4875,6.914126984126985,1.8242888026315789,24.155543157894737,-12.962,0.11226882675000001,0.0739255885,0.046013735,0.07038034125
-110.028,37.59753,2023,37.98423076923077,14.074813143714286,16.0,0.0,63.0,10.0,15.0,12.0,0.0,3.7113679925,39.443,89.0,0.2012152151329935,7.132564102564103,7.4894871794871785,7.739428571428571,1.435379608974359,24.50952794871795,-13.06225,0.111901341,0.0755842405,0.048552785,0.07996535525000001
-110.028,37.59753,2024,37.96621621621622,12.713147247692309,16.0,0.0,63.0,10.0,15.0,12.0,0.0,2.9902992,42.235,88.0,0.15592093898325002,6.926756756756757,6.438648648648648,9.06723076923077,1.4264033594594594,24.65948554054054,-12.75525,0.1162262095,0.0765530715,0.047199432,0.07827017825
-110.0273,37.60704,2021,37.120823529411766,13.473432692,0.0,0.0,57.0,11.0,10.0,12.0,0.0,3.3308933825,40.314,89.0,0.10118374112486775,7.916117647058823,7.047294117647058,8.669466666666667,0.9607104734117646,23.790351764705882,-14.8935,0.11273276425,0.07621265299999999,0.047993723,0.078003236
-110.0273,37.60704,2022,38.40626865671642,13.004308964705883,0.0,0.0,57.0,11.0,10.0,12.0,0.0,3.089198325,40.715,89.0,0.0890859384875,6.402985074626866,6.244179104477612,6.7784313725490195,1.2213424940298507,24.533044776119404,-12.962,0.10428840774999999,0.072588043,0.047385647749999996,0.07244474675
-110.0273,37.60704,2023,37.63740740740741,12.374904703714286,0.0,0.0,57.0,11.0,10.0,12.0,0.0,3.5352575200000005,39.443,89.0,0.15716644121785325,7.784074074074074,8.062098765432099,7.433571428571429,1.640149549382716,24.177326543209876,-13.06225,0.10791563225,0.07398047025,0.049967464,0.07966790175
-110.0273,37.60704,2024,38.419230769230765,11.477753853968254,0.0,0.0,57.0,11.0,10.0,12.0,0.0,2.8819508249999997,42.235,88.0,0.12168805445125,7.0538461538461545,6.214743589743589,7.8192063492063495,1.7706219833333334,24.790402564102564,-12.75525,0.108008865,0.07432746225,0.048391399,0.07853263575
-110.0262,37.60308,2021,36.87987804878049,10.857501671428572,16.0,0.0,61.0,11.0,8.0,11.0,0.0,3.50427016,40.314,89.0,0.111247719586961,7.853780487804878,7.4486585365853655,8.20657142857143,0.9491659175609757,23.701939024390242,-14.8935,0.12958931475,0.080634306,0.052238350999999995,0.08650102825
-110.0262,37.60308,2022,38.03772727272727,13.122235779,16.0,0.0,61.0,11.0,8.0,11.0,0.0,3.2578826249999997,40.715,89.0,0.0972827797375,6.359727272727273,7.069545454545454,7.2078,1.836707079090909,24.289242,-12.962,0.12504044450000001,0.07822435850000001,0.051592132,0.07993157549999999
-110.0262,37.60308,2023,37.7687012987013,11.669061036875,16.0,0.0,61.0,11.0,8.0,11.0,0.0,3.7189140375000003,39.443,89.0,0.17188182641538302,6.192467532467532,8.214025974025974,7.06578125,1.417191897922078,24.304547142857142,-13.06225,0.12562392875,0.07869968925000001,0.054363105749999995,0.08867681025
-110.0262,37.60308,2024,38.144305555555555,12.461953683050847,16.0,0.0,61.0,11.0,8.0,11.0,0.0,3.0003343,42.235,88.0,0.13373029878925,6.151388888888889,6.804305555555556,8.316101694915254,2.055154959722222,24.55553736111111,-12.75525,0.12701985124999998,0.080196678,0.05277081825,0.08784329625000001
-110.0259,37.60809,2021,37.01659574468085,14.10786980240964,0.0,0.0,91.0,2.0,2.0,4.0,92.0,3.2888004549999996,40.314,89.0,0.11184374140022299,7.912340425531915,6.7403191489361705,7.293373493975904,0.8031323770212766,23.942041808510638,-14.8935,0.11108407525,0.07737646025,0.0450213745,0.0745417555
-110.0259,37.60809,2022,37.7396052631579,11.32495060952381,0.0,0.0,91.0,2.0,2.0,4.0,90.0,3.0473234,40.715,89.0,0.10112377935000001,6.212763157894737,6.9486842105263165,6.616666666666667,0.7637207578947368,24.322556315789473,-12.962,0.1027865,0.072796373,0.044615737,0.06874236275
-110.0259,37.60809,2023,37.53671052631579,13.10210664516129,0.0,0.0,91.0,2.0,2.0,4.0,92.0,3.4867658775000003,39.443,89.0,0.189536110863919,7.382894736842106,8.357236842105262,7.9964516129032255,1.48324856,24.173849210526317,-13.06225,0.103122193,0.07428629775,0.04704818825,0.07786886325
-110.0259,37.60809,2024,37.95300970873786,11.923472501136365,0.0,0.0,91.0,2.0,2.0,4.0,90.0,2.838991225,42.235,88.0,0.146297523749,6.4497087378640785,6.8450485436893205,7.594772727272727,1.8238061252427182,24.577989611650484,-12.75525,0.10744709475,0.075219861,0.0456989165,0.07612464325
-110.0245,37.57668,2021,37.485,12.989555351948052,22.0,0.0,41.0,13.0,12.0,24.0,0.0,3.49914638,40.437,89.0,0.12356294096749001,8.84,6.43608695652174,8.155974025974025,0.7104541775,23.980372717391305,-15.0855,0.1243845665,0.09262952775,0.056166624,0.0832627385
-110.0245,37.57668,2022,38.339875,11.74181265969697,22.0,0.0,41.0,13.0,12.0,24.0,0.0,3.268760125,40.825,89.0,0.125906965286,6.334375,5.94275,6.199848484848485,1.391536090125,24.467646124999998,-13.13925,0.11386266625000001,0.0854231505,0.05613084675,0.0774997995
-110.0245,37.57668,2023,37.78409090909091,13.155328383018867,22.0,0.0,41.0,13.0,12.0,24.0,0.0,3.7086654125000003,39.57,89.0,0.23254545612872998,7.086969696969697,7.885757575757577,7.6533962264150945,1.4278341906060605,24.165656666666667,-13.216999999999999,0.1125137295,0.086170809,0.05842721024999999,0.0871461395
-110.0245,37.57668,2024,37.96633928571429,12.000646536633662,22.0,0.0,41.0,13.0,12.0,24.0,0.0,2.972040025,42.352,88.0,0.1831535227145,7.865089285714285,8.490982142857144,8.866831683168318,1.4992763946428571,24.360486428571427,-12.944999999999999,0.12063975225000001,0.089003129,0.05724218625000001,0.08457878325
-110.0245,37.61496,2021,37.187534246575346,12.698648262068964,4.0,0.0,65.0,9.0,8.0,8.0,0.0,3.4339124849999996,40.314,89.0,0.12226305288859125,8.277534246575343,7.0969863013698635,7.368793103448276,1.0927998279452054,23.713476849315068,-14.8935,0.1264355575,0.10238895075000001,0.059026064249999996,0.08407474425
-110.0245,37.61496,2022,37.88855421686747,11.972472956338029,4.0,0.0,65.0,9.0,8.0,8.0,0.0,3.1986642499999998,40.715,89.0,0.12560451077749998,5.766144578313253,6.093734939759036,6.676056338028169,1.4918072373493976,24.41383156626506,-12.962,0.11434588925,0.09346951,0.05898213100000001,0.07933946375
-110.0245,37.61496,2023,37.43961538461539,12.139354021212121,4.0,0.0,65.0,9.0,8.0,8.0,0.0,3.64768484,39.443,89.0,0.23560570366627376,8.201153846153847,8.747692307692308,8.356969696969697,1.1872507564102563,24.268960384615387,-13.06225,0.11359830325,0.09433993075,0.06097975,0.0890180285
-110.0245,37.61496,2024,37.785777777777774,12.260641694805194,4.0,0.0,65.0,9.0,8.0,8.0,0.0,2.957557775,42.235,88.0,0.188666769554,6.808111111111112,7.050888888888889,8.09064935064935,1.6605329811111114,24.420486777777775,-12.75525,0.12239610675000001,0.097770213,0.060004252999999994,0.0856066205
-110.0242,37.61284,2021,37.3821875,10.003669434782609,7.0,0.0,70.0,11.0,7.0,11.0,92.0,3.426752825,40.314,89.0,0.114711309182188,7.93734375,7.79875,7.963695652173913,1.00656862875,23.78948140625,-14.8935,0.11710234324999999,0.0818273335,0.052869599249999996,0.079212573
-110.0242,37.61284,2022,38.26397590361446,13.567434031428572,7.0,0.0,70.0,11.0,7.0,11.0,90.0,3.19155855,40.715,89.0,0.1035353147675,6.623975903614458,6.971084337349398,7.851857142857143,1.0148882469879519,24.249488674698796,-12.962,0.10684369975,0.07604623825,0.052449651,0.073941018
-110.0242,37.61284,2023,37.41948051948052,12.589036521587301,7.0,0.0,70.0,11.0,7.0,11.0,92.0,3.643374855,39.443,89.0,0.197204693598814,6.694155844155845,8.715844155844156,7.904285714285715,0.7566508005194805,24.055432727272727,-13.06225,0.10836397225000001,0.07733329775,0.055030725749999995,0.08277387475
-110.0242,37.61284,2024,37.86711711711712,12.780811122330096,7.0,0.0,70.0,11.0,7.0,11.0,90.0,2.95521865,42.235,88.0,0.14983073244575001,7.546666666666666,6.692432432432432,8.325728155339805,1.6115874756756756,24.615554864864865,-12.75525,0.11269603525,0.07911879349999999,0.05356910025,0.08105567075
-110.0235,37.57377,2021,37.871162790697674,11.818022312328766,21.0,0.0,52.0,11.0,10.0,17.0,0.0,3.5428958375,40.437,89.0,0.12085171010433726,7.741744186046511,5.985,6.313698630136986,1.0083934456976744,24.167738255813955,-15.0855,0.13686664825,0.09441791625,0.058966395250000005,0.09065742774999999
-110.0235,37.57377,2022,38.31294117647059,13.422131343661972,21.0,0.0,52.0,11.0,10.0,17.0,0.0,3.3097786499999997,40.825,89.0,0.11743386085125,5.468117647058824,7.646117647058823,7.8811267605633795,1.6443810758823527,24.471894823529414,-13.13925,0.12901873925000001,0.08964237825,0.0587728475,0.08412824725
-110.0235,37.57377,2023,37.38483146067416,13.116191881466666,21.0,0.0,52.0,11.0,10.0,17.0,0.0,3.7566121975,39.57,89.0,0.2147376655146745,7.252696629213483,8.65685393258427,9.088133333333333,1.1794226133707866,24.13473191011236,-13.216999999999999,0.12743767075,0.09070988049999999,0.061410791,0.09442031
-110.0235,37.57377,2024,38.19373493975903,12.614118759722222,21.0,0.0,52.0,11.0,10.0,17.0,0.0,3.004728675,42.352,88.0,0.1688133333955,6.645301204819278,6.564578313253012,6.649583333333333,1.5574553253012047,24.60767253012048,-12.944999999999999,0.13408885025,0.09248427000000001,0.060016692999999996,0.09267049925000001
-110.0218,37.59595,2021,37.229565217391304,12.622181831578947,0.0,0.0,87.0,3.0,6.0,4.0,0.0,3.2550342075000005,40.314,89.0,0.10473429305128204,8.359130434782609,7.067971014492754,8.658070175438596,1.068630471884058,23.90840797101449,-14.8935,0.105347725,0.068539631,0.04791724175,0.0754238235
-110.0218,37.59595,2022,38.05375,10.891246130208332,0.0,0.0,87.0,3.0,6.0,4.0,0.0,3.01259005,40.715,89.0,0.10123482131282052,5.943846153846153,7.214134615384615,6.558333333333334,1.0191132394230769,24.306079807692306,-12.962,0.09658769275,0.06537299225,0.0471363645,0.07009910975
-110.0218,37.59595,2023,37.83560606060606,10.630481257446808,0.0,0.0,87.0,3.0,6.0,4.0,0.0,3.452609725,39.443,89.0,0.16532873824864866,7.415606060606061,7.570909090909091,8.598085106382978,1.0973788478787878,24.433208333333333,-13.06225,0.10262638625,0.06663903675,0.049744449749999996,0.075513497
-110.0218,37.59595,2024,37.98378947368421,12.747843133333333,0.0,0.0,87.0,3.0,6.0,4.0,0.0,2.8093983000000002,42.235,88.0,0.14415415632375,6.189368421052632,5.637894736842106,7.244523809523809,1.7854888000000002,24.84960863157895,-12.75525,0.09886953925,0.067457446,0.0479783065,0.07601696975
-110.0214,37.5846,2021,37.63892857142857,11.860603339130433,0.0,5.0,37.0,15.0,13.0,29.0,0.0,3.3866713775,40.314,89.0,0.1414320595975,8.497261904761904,6.463571428571429,8.45217391304348,0.8799920588095238,24.088741309523808,-14.8935,0.095113406,0.081940615,0.032068705749999996,0.055609906
-110.0214,37.5846,2022,38.07261904761905,14.18750287361111,0.0,5.0,37.0,15.0,13.0,29.0,0.0,3.1564681,40.715,89.0,0.14900378191250002,6.067261904761905,6.135833333333333,6.4655555555555555,1.5109808309523811,24.378735595238094,-12.962,0.0874448075,0.076083396,0.03208947225,0.051617846749999995
-110.0214,37.5846,2023,37.8376,12.12791958064516,0.0,5.0,37.0,15.0,13.0,29.0,0.0,3.58662959,39.443,89.0,0.2883301062751105,7.132666666666667,7.6862666666666675,7.2824193548387095,1.6650791941333334,24.330870666666666,-13.06225,0.08426080275,0.07733165225000001,0.0335933875,0.06045936875
-110.0214,37.5846,2024,38.1327027027027,12.282354711111111,0.0,5.0,37.0,15.0,13.0,29.0,0.0,2.9217088749999998,42.235,88.0,0.2299490293125,6.10027027027027,6.782702702702703,7.08047619047619,1.8536940270270272,24.692626216216215,-12.75525,0.094044347,0.07949140525000001,0.032888191,0.05801389675
-110.0208,37.57984,2021,37.525666666666666,12.747027899999999,15.0,0.0,64.0,14.0,8.0,9.0,0.0,3.6044760250000003,40.437,89.0,0.104466931392455,7.91311111111111,7.155888888888889,8.20925925925926,0.6330995358888889,23.875186,-15.0855,0.12250651274999999,0.0778578535,0.05334162075,0.082323137
-110.0208,37.57984,2022,38.38517241379311,12.731985268292682,15.0,0.0,64.0,14.0,8.0,9.0,0.0,3.3645622000000004,40.825,89.0,0.09651278577825,5.977241379310345,6.780172413793103,6.959756097560976,1.089461752586207,24.377575,-13.13925,0.11460279175000002,0.07401494825,0.0529178575,0.07654229575
-110.0208,37.57984,2023,37.63372340425532,13.07888328809524,15.0,0.0,64.0,14.0,8.0,9.0,0.0,3.8188490175,39.57,89.0,0.165801495434365,7.40936170212766,9.545957446808512,8.532619047619047,1.6598392146808512,24.16090159574468,-13.216999999999999,0.1168359685,0.07466867575,0.05547561725,0.084481275
-110.0208,37.57984,2024,37.999850746268656,10.048103271428571,15.0,0.0,64.0,14.0,8.0,9.0,0.0,3.062864525,42.352,88.0,0.132029590845955,7.366119402985075,7.08955223880597,7.848214285714286,1.4560152656716419,24.483211641791044,-12.944999999999999,0.11822457950000001,0.07663079775000001,0.054021278250000006,0.08386120225
-110.0201,37.57192,2021,37.20711111111111,11.288744164556961,22.0,0.0,57.0,10.0,9.0,15.0,0.0,3.6501185425000005,40.437,89.0,0.161788058175,8.143555555555555,7.487111111111111,7.532151898734177,1.1363451381111112,23.569497888888886,-15.0855,0.10975429525,0.10009317425,0.057474990999999996,0.07450699
-110.0201,37.57192,2022,38.46530864197531,15.504769428985506,22.0,0.0,57.0,10.0,9.0,15.0,0.0,3.40090385,40.825,89.0,0.17107577133500002,5.613703703703703,6.705061728395062,7.464202898550724,1.4680226992592593,24.67687851851852,-13.13925,0.09775461525,0.0883620945,0.05752512975,0.0726372035
-110.0201,37.57192,2023,38.0596052631579,11.773787234375,22.0,0.0,57.0,10.0,9.0,15.0,0.0,3.8539483824999996,39.57,89.0,0.29962512183375,6.196973684210526,7.225921052631579,7.77265625,1.4525344536842104,24.695379210526315,-13.216999999999999,0.10009928525,0.0893046895,0.058884305250000005,0.07936087924999999
-110.0201,37.57192,2024,38.504675324675325,11.471919783333334,22.0,0.0,57.0,10.0,9.0,15.0,0.0,3.0809634,42.352,88.0,0.22532673454,5.903896103896104,5.890779220779221,6.314666666666667,1.8837091688311687,24.81308181818182,-12.944999999999999,0.1050257815,0.09517866725,0.05804291,0.074849718
-110.0177,37.61205,2021,37.1147311827957,12.171295133734938,16.0,0.0,67.0,9.0,8.0,10.0,0.0,3.5906917825,40.162,89.0,0.1415150037575,8.32989247311828,6.734623655913979,7.145180722891566,0.83695459827957,23.846946989247314,-14.8935,0.12245772349999999,0.10479439875,0.053216546249999996,0.076631115
-110.0177,37.61205,2022,37.992345679012345,11.553839974647888,16.0,0.0,67.0,9.0,8.0,10.0,0.0,3.3345425499999997,40.715,89.0,0.14747159196499998,6.8072839506172835,7.12641975308642,6.979859154929577,0.8132297814814814,24.32543777777778,-12.962,0.112133521,0.0960611775,0.053232348750000005,0.0730334645
-110.0177,37.61205,2023,37.99733333333334,13.150015651612902,16.0,0.0,67.0,9.0,8.0,10.0,0.0,3.802820625,39.443,89.0,0.276162295626434,7.085333333333333,7.4832,8.30516129032258,1.4822911381333335,24.33977,-13.06225,0.11032390700000001,0.09694678175,0.0549422995,0.08217540575
-110.0177,37.61205,2024,39.191807228915664,12.252168177941178,16.0,0.0,67.0,9.0,8.0,10.0,0.0,3.06588535,42.235,88.0,0.22080849480250003,6.639036144578313,5.1574698795180725,7.243970588235294,1.6465802409638552,25.009203493975907,-12.75525,0.120741831,0.1011654125,0.054137439499999995,0.07869671775
-110.0173,37.6007,2021,37.390882352941176,12.842460969318182,21.0,0.0,48.0,12.0,11.0,20.0,0.0,3.54298104,40.314,89.0,0.1424498153425,7.040294117647059,6.222058823529411,7.6155681818181815,1.026125780980392,24.21815725490196,-14.8935,0.11505518625,0.10317100800000001,0.057936557,0.07652188025
-110.0173,37.6007,2022,38.46527777777778,11.699162436842107,21.0,0.0,48.0,12.0,11.0,20.0,0.0,3.288114925,40.715,89.0,0.14469013209999998,5.736111111111111,6.671944444444445,6.824912280701754,1.5852484930555555,24.672237222222222,-12.962,0.10160145574999999,0.09051230824999999,0.05790591625,0.07444327725
-110.0173,37.6007,2023,37.5439393939394,12.760240247083333,21.0,0.0,48.0,12.0,11.0,20.0,0.0,3.7455250300000005,39.443,89.0,0.273179292650835,7.191666666666667,7.525757575757575,8.802083333333334,1.1618147666666667,24.14665803030303,-13.06225,0.10397907049999999,0.091803909,0.05941871675,0.08195645825
-110.0173,37.6007,2024,38.496483516483515,12.703440707317075,21.0,0.0,48.0,12.0,11.0,20.0,0.0,3.02725045,42.235,88.0,0.21620511562,6.242087912087912,7.343626373626374,7.720609756097561,2.0640484285714287,24.566867692307692,-12.75525,0.11040060249999999,0.09807984324999999,0.05868137799999999,0.0778924585
-110.017,37.61416,2021,38.06328947368421,15.1283835640625,0.0,0.0,25.0,18.0,25.0,29.0,0.0,3.372539725,40.314,89.0,0.14828204047,6.5551315789473685,7.178026315789474,8.0553125,0.8883076810526316,24.13546697368421,-14.8935,0.10648167625,0.10073957775,0.0510905925,0.06961687949999999
-110.017,37.61416,2022,38.221250000000005,11.045836728205128,0.0,0.0,25.0,18.0,25.0,29.0,0.0,3.131174375,40.715,89.0,0.1459783528725,7.490454545454545,6.506022727272727,7.588846153846153,1.674056896590909,24.300358409090908,-12.962,0.09342273875,0.08811577925,0.05101016625,0.067021301
-110.017,37.61416,2023,37.59822916666666,11.242506640740741,0.0,0.0,25.0,18.0,25.0,29.0,0.0,3.5629533375,39.443,89.0,0.27220120747514703,6.2676041666666675,6.641249999999999,8.268024691358026,1.1927649916666667,24.334921458333337,-13.06225,0.09443521025,0.08825253549999999,0.052361329,0.0748022755
-110.017,37.61416,2024,37.99283018867924,11.779117284090908,0.0,0.0,25.0,18.0,25.0,29.0,0.0,2.906256525,42.235,88.0,0.21960078374499997,5.8289622641509435,7.457264150943397,7.231704545454545,1.9721148896226415,24.479273679245285,-12.75525,0.101666585,0.0950779115,0.0517220875,0.07082377625
-110.0153,37.61258,2021,37.324395604395605,12.4540424875,0.0,0.0,39.0,10.0,22.0,20.0,0.0,3.2859465174999998,40.314,89.0,0.16771168377749998,7.593846153846154,7.048131868131868,6.980500000000001,0.9260713841758241,23.83578241758242,-14.8935,0.16219606749999999,0.1427544535,0.06655712325,0.11100729475
-110.0153,37.61258,2022,38.12517647058824,13.764516271830987,0.0,0.0,39.0,10.0,22.0,20.0,0.0,3.070289025,40.715,89.0,0.1707124898025,6.772117647058823,7.747294117647058,6.19887323943662,1.2112144129411764,24.445871647058823,-12.962,0.15663492625,0.1422279375,0.06649061175,0.1030675775
-110.0153,37.61258,2023,37.95836956521739,13.049045648533333,0.0,0.0,39.0,10.0,22.0,20.0,0.0,3.4694703124999995,39.443,89.0,0.3430271800825,7.951195652173913,8.990434782608697,8.485333333333333,1.0437174239130436,24.322726195652173,-13.06225,0.15103967975000002,0.14273338900000002,0.06925685375,0.1181470875
-110.0153,37.61258,2024,38.29544444444445,10.991111916883117,0.0,0.0,39.0,10.0,22.0,20.0,0.0,2.8211316,42.235,88.0,0.25475393466249996,6.398888888888889,5.890777777777777,8.340129870129871,1.9890226844444445,24.65820722222222,-12.75525,0.16382281,0.1426198605,0.06767535125,0.11564552375
-110.0149,37.58143,2021,37.419,13.59342932463768,0.0,0.0,85.0,2.0,6.0,6.0,0.0,3.358973175,40.437,89.0,0.1438279046125,8.0505,7.352625000000001,7.671739130434783,0.7284931366249999,23.953036625,-15.0855,0.10406745375,0.0975769905,0.04368195925,0.064937745
